,,,,,,,,,,,,,,,,,,,,,,
Rk,Date,Type,Team,Conf.,Opp.,Venue,Result,Adj. O,Adj. D,T,EFF,eFG%,TO%,Reb%,FTR,EFF,eFG%,TO%,Reb%,FTR,G-Sc,+/-
150,11/18/24,N,UT Rio Grande Valley,Slnd,Wisconsin,A,"L, 87-84",129,107.3,69.7,120.5,59.5,14.3,23.3,17.5,124.8,56.6,12.9,31,60.4,89.2,2
151,12/4/24,N,Baylor,B12,Connecticut,A,"L, 76-72",128.9,105.6,60.3,119.3,54.5,16.6,39.4,34.5,125.9,54.3,11.6,34.6,71.7,90.8,0
152,11/4/24,N,Kentucky,SEC,Wright St.,H,"W, 103-62",128.9,85,74.4,138.5,68.5,9.4,25,29.2,83.4,39,16.1,24.4,17.6,99.2,19
153,11/9/24,N,San Francisco,WCC,Boise St.,H,"W, 84-73",128.8,101.6,68.4,122.8,60.9,16.1,29.6,34.5,106.7,42.5,10.2,27.5,48.3,93.9,6
154,11/8/24,N,Temple,Amer,Monmouth,N,"W, 103-74",128.8,104.9,74.8,137.7,60,8,33.3,49.2,98.9,38.8,14.7,33.3,35.8,91.4,15
155,11/19/24,N,Santa Clara,WCC,UC Riverside,H,"W, 96-54",128.8,89,68.2,140.9,68.3,19.1,50,25,79.2,32.4,14.7,32.7,19.1,98.6,14
156,11/8/24,N,Washington St.,WCC,Bradley,H,"W, 91-74",128.7,98.9,71.3,127.6,52.5,12.6,37.8,54.1,103.8,54.6,19.6,22.6,38.9,95.4,9
157,12/7/24,N,Coastal Carolina,SB,Winthrop,A,"L, 96-89",128.7,136.7,70.4,126.4,63,17,30,53.7,136.4,61.3,7.1,24.1,75.5,33.3,-3
158,11/15/24,N,DePaul,BE,Duquesne,H,"W, 84-58",128.7,104.5,62.8,133.8,65.7,17.5,39.3,31.5,92.4,39.7,11.1,27.5,34.5,91.6,7
159,11/18/24,N,Gonzaga,WCC,San Diego St.,A,"W, 80-67",128.7,91.6,69.1,115.7,46.5,11.6,34.3,54.4,96.9,44.3,15.9,27,29.5,98,9
160,11/27/24,N,Michigan St.,B10,North Carolina,N,"W, 94-91",128.7,101.3,71,117.7,57.4,15,25,50.8,114,58.6,13.8,14.7,32.8,94,7
161,11/15/24,N,Pittsburgh,ACC,West Virginia,H,"W, 86-62",128.7,80.3,72.7,118.2,56.9,15.1,22.9,44.8,85.2,43.5,11,11.9,24.2,99.6,16
162,12/7/24,C,N.C. State,ACC,Florida St.,H,"W, 84-74",128.6,106.9,61.6,121.3,59.3,14.4,30,53.7,106.8,45.4,18.8,32.4,53.7,89.3,2
163,12/4/24,C,Northern Iowa,MVC,Illinois Chicago,A,"W, 83-56",128.6,95.2,61.5,134.8,67,14.6,34.6,34,91,36.4,22.7,47.6,30.5,96.9,9
164,12/9/24,N,Baylor,B12,Abilene Christian,H,"W, 88-57",128.5,92.7,65.8,133.8,66.1,13.7,35.7,27.1,86.7,36.4,15.2,27,41.8,97.7,15
165,12/4/24,N,Connecticut,BE,Baylor,H,"W, 76-72",128.5,106.9,60.3,125.9,54.3,11.6,34.6,71.7,119.3,54.5,16.6,39.4,34.5,89.3,0
166,11/28/24,N,Gonzaga,WCC,Indiana,N,"W, 89-73",128.5,88.6,74.4,119.5,53.1,17.5,39.4,34.4,98.1,49.2,16.1,19.4,37.3,98.6,12
167,11/20/24,N,Idaho St.,BSky,UCLA,A,"L, 84-70",128.5,126.4,62.5,112,54.6,19.2,37,25.9,134.4,67,17.6,38.1,55.3,54.8,-11
168,11/29/24,N,Pittsburgh,ACC,Ohio St.,A,"W, 91-90",128.5,110.8,67.1,120.5,50.7,14.6,43.2,44.8,119.2,61.2,14.6,28.6,50,84.6,-5
169,12/10/24,N,Davidson,A10,Charlotte,H,"W, 75-71",128.4,127.7,55.5,135.1,58.2,10.8,41.2,34.5,127.9,52.8,9,39.4,35.2,51.7,2
170,12/14/24,N,Memphis,Amer,Clemson,A,"W, 87-82",128.4,100.3,66.3,116.6,61.7,21.4,32.3,28.3,109.9,52.2,17.4,33.3,22.4,94.5,3
171,11/18/24,N,Auburn,SEC,North Alabama,H,"W, 102-69",128.3,100.6,74.2,137.6,71.4,14.8,30.8,27,93.1,46.1,17.5,22.9,17.2,94.3,10
172,11/8/24,N,Kansas,B12,North Carolina,H,"W, 92-89",128.3,103.6,77.4,118.9,52.6,5.2,28.6,22.4,115,48.4,14.2,27,49.2,92.1,7
173,12/10/24,N,North Dakota St.,Sum,Butler,A,"W, 71-68",128.3,98.6,60.6,117.1,57.3,18.1,32.3,18.2,112.2,42.7,6.6,36.6,32.3,95.4,9
174,11/10/24,N,Arizona St.,B12,Gonzaga,A,"L, 88-80",128.1,101.9,71.6,111.8,54.8,14,17.6,19,122.9,56.5,11.2,30.3,35.5,93.3,-1
175,12/3/24,N,Akron,MAC,Northern Kentucky,H,"W, 86-73",128.1,115,67.3,127.8,64.3,23.8,46.2,57.1,108.5,52.8,16.3,25,52.8,77.6,10
176,12/1/24,N,Stonehill,NEC,Quinnipiac,H,"W, 88-74",128.1,122.3,66.4,132.6,63.7,15.1,35.5,19.4,111.5,48.4,13.6,36.1,27.4,63,4
177,11/4/24,N,Michigan,B10,Cleveland St.,H,"W, 101-53",128,86,74.8,135,77.2,21.4,41.7,38.6,70.8,31.4,28.1,44.4,15.7,99,18
178,11/22/24,N,Georgia St.,SB,North Carolina Centr,H,"W, 93-79",128,130.3,65.2,142.6,79.8,23,53.3,53.2,121.1,50,9.2,36.8,24.6,45,1
179,11/11/24,N,North Dakota St.,Sum,Cal St. Bakersfield,A,"L, 86-81",128,130.9,63.7,127.1,61,14.1,25,50,135,62.7,9.4,35.7,30.5,43.6,6
180,11/4/24,N,Marquette,BE,Stony Brook,H,"W, 102-62",128,105.1,69.6,146.6,65.4,10.1,41.9,25,89.1,42.5,20.1,28.6,25,90.6,12
181,11/26/24,N,Iowa,B10,USC Upstate,H,"W, 110-77",128,102.7,79.9,137.7,69,8.8,20.7,21.1,96.4,50.8,23.8,28.2,21.2,92.7,22
182,11/25/24,N,Auburn,SEC,Iowa St.,N,"W, 83-81",127.8,102.3,71.1,116.7,55.1,16.9,31.2,37.3,113.9,53.8,12.7,16.7,54.7,92.8,-6
183,12/8/24,C,Fairfield,MAAC,Mount St. Mary's,A,"L, 101-94",127.8,151,71.1,132.1,57.4,8.4,34.2,32.4,142,61.5,7,37.5,41.5,12.8,-9
184,12/11/24,N,Alabama St.,SWAC,Tennessee Martin,H,"W, 103-93",127.8,126.1,70.5,129.8,61.8,6.3,22,30.6,117.2,56.2,20.2,35.9,46.9,53.9,14
185,11/8/24,N,IU Indy,Horz,Xavier,A,"L, 94-80",127.7,127,67.6,118.4,58.3,13.3,25,20,139.1,64.4,11.8,33.3,37.3,51.4,-6
186,12/15/24,N,Illinois St.,MVC,Saint Louis,H,"W, 81-77",127.7,114.3,62.3,130,60,12.8,33.3,38.2,123.6,59.3,17.7,35.7,25.9,78.2,11
187,12/7/24,C,Michigan St.,B10,Nebraska,H,"W, 89-52",127.6,78.2,70.7,125.8,59.8,24,44.4,41.1,73.5,37,15.6,10,33.3,99.6,10
188,11/11/24,N,Purdue,B10,Yale,H,"W, 92-84",127.6,108.1,72.6,126.7,64.4,13.8,20,61.5,115.7,56.9,13.8,29.7,29.2,87,8
189,12/17/24,N,Jacksonville St.,CUSA,Missouri,A,"L, 83-72",127.5,115.8,61.3,117.4,52.5,19.6,45.7,21.7,135.4,60.7,4.9,28.1,39.3,75.1,0
190,11/8/24,N,North Carolina,ACC,Kansas,A,"L, 92-89",127.5,107.5,77.4,115,48.4,14.2,27,49.2,118.9,52.6,5.2,28.6,22.4,87.6,-7
191,11/10/24,N,Gonzaga,WCC,Arizona St.,H,"W, 88-80",127.4,109.6,71.6,122.9,56.5,11.2,30.3,35.5,111.8,54.8,14,17.6,19,84.9,1
192,12/12/24,N,Iowa St.,B12,Iowa,A,"W, 89-80",127.4,104,71.3,124.8,52.1,12.6,40.9,31.4,112.2,53.2,12.6,22.2,23.8,91.2,-5
193,12/4/24,N,North Dakota St.,Sum,Weber St.,A,"W, 77-73",127.4,111.2,61.6,124.9,57,13,28.6,28.1,118.5,51.6,4.9,27,23,82.7,11
194,11/22/24,N,Weber St.,BSky,UC Irvine,H,"L, 93-87",127.4,126.7,75.7,115,59.5,15.9,23.7,31.7,122.9,58.2,18.5,35.3,44.3,51.6,-5
195,12/1/24,N,Indiana St.,MVC,Tarleton St.,N,"W, 87-71",127.3,112,69.6,125,72.3,25.9,35,10.7,102,47.2,20.1,32.3,44.4,81.4,14
196,11/6/24,N,Eastern Washington,BSky,Seattle,H,"W, 93-86",127.3,118.5,71.9,129.3,65.3,8.3,16.7,33.9,119.6,57.6,13.9,23.5,44.1,69.6,5
197,11/22/24,N,Houston,B12,Hofstra,H,"W, 80-44",127.2,76,63,127,56.5,6.4,28.6,25.8,69.9,38.5,23.8,19.4,9.6,99.7,19
198,11/17/24,N,St. John's,BE,New Mexico,H,"W, 85-71",127.2,97.8,69.5,122.3,52.9,23,57.9,29.4,102.1,50,15.8,37.2,28.1,95.3,7
199,11/16/24,N,Purdue Fort Wayne,Horz,Southern Indiana,H,"W, 93-74",127.2,116.6,68.4,135.9,61.6,11.7,25.8,50,108.1,54.6,16.1,17.2,29.6,73.1,8
200,12/14/24,N,Toledo,MAC,Youngstown St.,A,"L, 93-87",127.2,138.7,71.9,120.9,50,13.9,42.9,61.7,129.3,59.3,15.3,37.5,47.5,27.1,-4
201,12/3/24,N,Boise St.,MWC,Utah Tech,H,"W, 87-64",127.2,107.8,64.3,135.3,58.8,14,50,43.9,99.6,52.8,21.8,25,22.6,87.1,13
202,12/1/24,N,Kansas St.,B12,Arkansas Pine Bluff,H,"W, 120-73",127.1,102.7,80.1,149.8,77.7,16.2,37,40,91.1,51.5,25,29.7,8.8,92.1,24
203,12/14/24,N,Wisconsin,B10,Butler,N,"W, 83-74",127.1,100.9,68,122,50,4.4,15.6,46.6,108.8,51,8.8,15.6,62.7,93.5,7
204,11/30/24,N,Cal Poly,BW,Stanford,A,"W, 97-90",127.1,111.2,76.9,126.1,63.9,18.2,26.7,36.1,117,53.7,11.7,26.3,32.8,82.3,-5
205,11/29/24,N,Florida,SEC,Wichita St.,N,"W, 88-51",127.1,78.6,68.7,128.1,53.8,11.6,46.5,6.4,74.2,34.2,14.6,16.3,33.3,99.6,14
206,12/7/24,N,Dayton,A10,Lehigh,H,"W, 86-62",127.1,100.6,63.1,136.3,71.4,6.3,3.8,46.9,98.3,45.2,6.3,20,17.7,93.6,15
207,11/12/24,N,Illinois St.,MVC,Ohio,H,"W, 85-75",127.1,115.9,64.1,132.6,71.4,18.7,25,32.7,117,56.4,15.6,25.8,29.1,74.3,4
208,11/4/24,N,SMU,ACC,Tarleton St.,H,"W, 96-62",127.1,96.7,73.9,129.9,62.7,17.6,39.4,34.9,83.9,42.9,31.1,29,49,95.9,20
209,12/18/24,N,Manhattan,MAAC,Wagner,A,"W, 80-66",127,119.7,63.3,126.4,65,19,30.8,38,104.2,45,11.1,28.9,26.7,66.4,4
210,11/15/24,N,Alabama,SEC,Purdue,A,"L, 87-78",126.9,110.7,67.5,115.6,51.6,11.9,30.6,23.8,128.9,56.3,4.4,27.8,39.7,82.8,-2
211,11/25/24,N,Dayton,A10,North Carolina,N,"L, 92-90",126.9,105.4,77.6,115.9,52.7,12.9,31,20.3,118.5,60.2,19.3,26.7,63,89.4,7
212,11/22/24,N,Illinois Chicago,MVC,La Salle,N,"W, 96-83",126.9,110.6,75.8,126.6,62.3,17.1,29.6,64.2,109.4,53.8,13.2,19.4,27.3,82.9,7
213,11/23/24,N,Nebraska Omaha,Sum,Akron,A,"L, 92-84",126.9,132.1,65.9,127.5,57.1,19.7,46.4,39.3,139.7,66.7,12.1,38.2,13.6,38.5,-5
214,11/6/24,N,Boise St.,MWC,Oakland,H,"W, 87-43",126.9,74,65.5,132.9,60.5,10.7,40,22.6,65.7,29.5,15.3,28.3,13.6,99.8,20
215,12/7/24,N,Arizona,B12,Southern Utah,H,"W, 102-66",126.9,90.5,77.1,132.3,54.4,11.7,45.7,52.9,85.6,45.3,23.3,29.5,23.4,98,19
216,12/14/24,N,Louisville,ACC,Kentucky,A,"L, 93-85",126.8,110.1,73,116.5,54.3,9.6,22.7,20,127.4,68.2,15.1,25,50.9,83.5,-7
217,12/14/24,N,Kansas,B12,N.C. State,H,"W, 75-60",126.8,94.3,61.9,121.1,66,21,34.8,13.2,96.9,42.1,12.9,28.2,31.6,96.8,10
218,11/9/24,N,UC San Diego,BW,Pepperdine,H,"W, 94-76",126.7,110.8,72.2,130.3,61.5,12.5,30.8,30.8,105.3,62,26.3,21.7,58.7,82.5,10
219,11/29/24,N,Butler,BE,Mississippi St.,N,"W, 87-77",126.6,96,72.4,120.2,64.2,19.3,29,50.9,106.4,42.8,8.3,23.9,30.4,96,4
220,11/26/24,N,Connecticut,BE,Colorado,N,"L, 73-72",126.6,114.8,61.2,117.6,59.6,14.7,23.1,25,119.2,61.1,18,28.6,62.2,75.6,4
221,12/17/24,C,St. John's,BE,DePaul,H,"W, 89-61",126.6,88.2,69.5,128.1,57.5,13,48.6,31.3,87.8,45.1,28.8,31.4,41.2,98.5,11
222,11/30/24,N,Eastern Washington,BSky,Utah,A,"L, 88-80",126.6,119.3,69,116,55.3,16,28.1,31.6,127.6,51.7,11.6,41.5,77.6,66.4,-4
223,11/12/24,N,Florida Atlantic,Amer,UCF,A,"L, 100-94",126.6,119.3,79.8,117.8,56.2,16.3,27,45.3,125.3,64.2,20,32.1,41.7,66.5,-2
224,11/25/24,N,Illinois,B10,Little Rock,H,"W, 92-34",126.6,62.8,68.5,134.3,51.5,11.7,50,38.2,49.6,26.4,20.4,15.9,21.8,100,23
225,11/22/24,N,North Carolina,ACC,Hawaii,A,"W, 87-69",126.6,102.1,68.3,127.4,56.5,7.3,16.7,63,101.1,45.6,19,40.5,42.1,92.2,10
226,12/17/24,N,Mississippi St.,SEC,Central Michigan,N,"W, 83-59",126.5,99,64,129.7,57,7.8,39.5,9.9,92.2,41.4,17.2,28.9,20.7,94.3,11
227,11/13/24,N,BYU,B12,Queens,H,"W, 99-55",126.5,81.2,73.8,134.2,60.9,16.3,52.5,10.3,74.6,44,20.3,7.3,17.2,99.4,23
228,12/14/24,N,North Florida,ASun,UNC Greensboro,H,"W, 89-77",126.4,112,71.4,124.6,56.5,9.8,31.6,21.7,107.8,52.3,16.8,30.6,15.2,80.1,9
229,11/6/24,N,Utah St.,MWC,Alcorn St.,H,"W, 101-46",126.3,79.5,69.9,144.5,59.7,12.9,54.1,25,65.8,35.5,28.6,23.8,20,99.5,24
230,12/7/24,N,Houston,B12,Butler,H,"W, 79-51",126.3,84.2,61.2,129.2,60.8,18,46.4,10,83.4,38,19.6,20,47.8,99.1,10
231,12/18/24,C,Butler,BE,Marquette,A,"L, 80-70",126.3,108.7,63.4,110.4,60.6,22.1,18.2,31.9,126.2,46.7,3.2,46.5,16,84.8,-2
232,11/27/24,N,Louisville,ACC,Indiana,N,"W, 89-61",126.3,81.5,72.2,123.3,64.6,20.8,37.9,10.8,84.5,38.9,31.9,47.8,27,99.4,10
233,12/14/24,N,Washington St.,WCC,Missouri St.,H,"W, 91-78",126.3,119.1,69.7,130.5,71.6,20.1,33.3,54.9,111.9,56.2,20.1,44.4,23.4,66.3,4
234,11/9/24,N,Houston,B12,Auburn,N,"L, 74-69",126.2,94.5,62.2,110.9,45.7,16.1,40.5,37.9,118.9,59.8,19.3,37.9,37.3,96.6,1
235,11/17/24,N,Miami FL,ACC,Coppin St.,H,"W, 93-63",126.2,114.3,67.1,138.5,67.2,13.4,34.5,14.1,93.9,45.5,11.9,17.9,37.5,75.7,16
236,12/7/24,N,Wichita St.,Amer,East Tennessee St.,H,"W, 96-87",126.2,110.3,76.8,124.9,61.7,14.3,29,32.8,113.2,56.3,15.6,26.2,16.9,82.5,11
237,12/4/24,N,Seattle,WAC,Portland St.,H,"W, 91-74",126.2,112.7,67.5,134.8,62.7,16.3,37,43.6,109.6,52.3,14.8,38.2,21.9,78.5,11
238,11/17/24,N,William & Mary,CAA,Georgia Southern,N,"W, 102-87",126.1,114.1,80.4,126.9,61.2,13.7,27.8,38.8,108.2,54.5,21.2,33.3,36.4,76.1,6
239,11/13/24,N,Connecticut,BE,Le Moyne,H,"W, 90-49",126.1,95.2,62.5,144,65.1,11.2,44.8,17.5,78.4,40.7,19.2,19.4,14.8,96.2,12
240,11/25/24,N,UAB,Amer,Louisiana,N,"W, 98-86",126.1,129.1,71.1,137.9,54.1,11.3,50,27,121,57.8,14.1,34.4,25,43.3,0
241,12/15/24,N,Navy,Pat,Virginia Tech,A,"L, 80-72",126.1,128.5,60.6,118.9,55.9,26.4,55.6,31.4,132.1,62.7,16.5,34.8,35.3,44.5,-2
242,11/30/24,N,Texas A&M Corpus Chr,Slnd,Prairie View A&M,H,"W, 109-74",126.1,109.6,73,149.3,78.3,21.9,48.1,43.3,101.4,52,21.9,35.3,64.7,83.4,14
243,11/16/24,N,Indiana,B10,South Carolina,H,"W, 87-71",126,94.8,71.8,121.2,58.8,15.3,25,64.7,98.9,44.4,16.7,32.5,36.5,96.4,9
244,12/3/24,C,Bradley,MVC,Southern Illinois,A,"W, 83-60",125.9,89.4,68.2,121.7,62.3,13.2,21.9,16.4,88,43.9,24.9,37.1,28.1,98.1,14
245,11/16/24,N,Vanderbilt,SEC,Jackson St.,H,"W, 94-81",125.9,120.4,73.2,128.5,65.1,12.3,21.9,27,110.7,45.2,19.1,41.9,47.6,62.5,12
246,11/15/24,N,Cal Baptist,WAC,LIU,H,"W, 90-77",125.9,128.6,67.2,133.9,59.6,10.4,36.1,17.6,114.6,58.9,13.4,14.8,21.4,43.8,6
247,12/4/24,N,Iowa St.,B12,Marquette,H,"W, 81-70",125.9,90.7,69.9,115.9,55.9,17.2,34.4,35.6,100.2,46.4,15.7,35.6,14.3,97.8,7
248,11/28/24,N,Purdue,B10,N.C. State,N,"W, 71-61",125.9,100.1,59.2,119.9,47.2,10.1,40.6,48.1,103,47.2,13.5,26.5,28.3,93.3,6
249,12/18/24,N,Arizona,B12,Samford,H,"W, 96-64",125.9,88.3,71.4,134.4,64.5,19.6,44,56.4,89.6,46.7,16.8,22.5,25,98.3,13
250,12/8/24,N,Auburn,SEC,Richmond,H,"W, 98-54",125.8,81.6,73.4,133.5,57.2,9.5,41.7,39.1,73.5,32.2,20.4,22.7,32.2,99.3,19
251,11/15/24,N,Saint Joseph's,A10,Penn,A,"W, 86-69",125.8,107.5,65.5,131.4,53.6,13.7,52.6,20.3,105.4,54.4,19.9,25.8,15.8,85.9,13
252,11/9/24,N,St. Bonaventure,A10,Canisius,A,"W, 87-78",125.8,130.2,62.5,139.1,57.8,12.8,50,41.4,124.7,60.7,14.4,26.7,21.4,40.2,6
253,11/15/24,N,Charleston,CAA,Florida Atlantic,H,"W, 119-116",125.7,117.7,74.3,128.1,60.4,12.9,28.2,29.3,124.8,65.8,17.2,29.7,28.9,68.2,2
254,11/22/24,N,Vanderbilt,SEC,Seton Hall,N,"W, 76-60",125.7,97.8,66.5,114.4,61.1,16.6,22.2,22.2,90.3,42.1,24.1,38.1,17.5,94.7,9
255,11/21/24,N,Drake,MVC,Miami FL,N,"W, 80-69",125.6,99,61.5,130,50,9.8,43.8,50,112.1,50,14.6,19.2,65.9,93.9,8
256,11/8/24,N,Mississippi St.,SEC,Georgia St.,H,"W, 101-66",125.6,97.1,74.8,135,65.3,13.4,38.7,13.9,88.2,38.3,22.7,40.9,39.1,95.1,14
257,12/11/24,N,San Diego St.,MWC,Cal Baptist,H,"W, 81-75",125.5,117.6,61.4,131.8,63.7,11.4,33.3,39.2,122.1,54.7,21.2,51.5,7.8,67.7,7
258,11/4/24,N,Duke,ACC,Maine,H,"W, 96-62",125.5,95.4,73.5,130.6,64.3,17.7,35.5,31.7,84.3,39.5,19,19.4,31.6,95.9,12
259,11/11/24,N,Cal St. Bakersfield,BW,North Dakota St.,H,"W, 86-81",125.5,122.3,63.7,135,62.7,9.4,35.7,30.5,127.1,61,14.1,25,50,57.5,-6
260,11/7/24,N,Iowa,B10,Southern,H,"W, 89-74",125.5,107.2,72.9,122.1,68.3,16.5,16.1,20,101.5,52.3,15.1,25,23.1,85.9,11
261,11/21/24,N,Toledo,MAC,Stetson,N,"W, 103-78",125.5,116.4,73.6,140,66,6.8,25,15.3,106,54.4,23.1,37.5,40.4,70.4,13
262,11/26/24,N,Oregon,B10,Texas A&M,N,"W, 80-70",125.4,98.9,68.6,116.6,51.8,13.1,32.4,56.4,102,40.4,18.9,43.8,29.4,93.9,-3
263,11/13/24,N,UT Arlington,WAC,USC,A,"L, 98-95",125.4,116.9,79.9,118.9,71.7,20,13,43.4,122.7,60.3,12.5,11.1,42.9,69.3,-5
264,11/27/24,N,Arizona,B12,Davidson,N,"W, 104-71",125.3,92.6,78.7,132.2,64.5,17.8,36.4,29,90.3,45.8,15.3,22.2,11.3,97,8
265,11/15/24,N,Army,Pat,Marist,A,"L, 91-88",125.3,132.4,62.3,125.6,61.7,12.8,32.4,25,129.9,60.8,17.1,44.1,27.7,34.7,-1
266,12/18/24,N,East Tennessee St.,SC,Elon,H,"W, 84-58",125.3,90.5,65.3,128.6,59.5,10.7,29,36.2,88.8,39.6,13.8,29.5,62.3,97.7,15
267,11/27/24,N,Oregon,B10,San Diego St.,N,"W, 78-68",125.3,97.6,67.6,115.4,53.6,22.2,47.1,46.4,100.6,56.1,19.2,19.4,14,94.6,5
268,11/19/24,N,Troy,SB,West Georgia,A,"W, 84-65",125.3,110.7,63.8,131.6,61.2,17.2,41.7,55.1,101.8,49.2,25.1,48.4,9.8,80.6,11
269,12/3/24,N,Western Michigan,MAC,Dayton,A,"L, 77-69",125.3,112.1,59.4,116.2,58.3,21.9,40,13,129.7,61.5,15.2,36,45.8,78.2,-1
270,12/18/24,C,Marquette,BE,Butler,H,"W, 80-70",125.2,107.9,63.4,126.2,46.7,3.2,46.5,16,110.4,60.6,22.1,18.2,31.9,84.7,2
271,11/7/24,N,Saint Mary's,WCC,Chattanooga,H,"W, 86-74",125.2,116.3,64.1,134.1,59.6,14,39.4,61.5,115.4,58.5,14,17.9,32.1,70,4
272,12/14/24,N,Connecticut,BE,Gonzaga,N,"W, 77-71",125.2,88.2,68.5,112.4,50,11.7,23.5,35.6,103.6,49.1,14.6,22.9,33.3,98.3,4
273,12/7/24,N,East Carolina,Amer,South Carolina,A,"L, 75-68",125.2,115.2,59.4,114.6,52.7,10.1,29,25.5,126.3,66,16.8,30.8,34,72.2,-1
274,12/8/24,N,Iowa St.,B12,Jackson St.,H,"W, 100-58",125.2,91.1,74.5,134.3,59,9.4,41.7,43.3,77.9,43.5,32.2,22.9,24.1,97.5,19
275,11/4/24,N,Ohio St.,B10,Texas,N,"W, 80-72",125.2,92.5,70.6,113.4,56.7,21.3,33.3,23.3,102,41.9,12.8,35.6,29.4,97,7
276,11/27/24,N,Marquette,BE,Stonehill,H,"W, 94-59",125.2,98.4,68.2,137.8,68.9,14.7,44.4,27.9,86.5,50,26.4,23.1,13,94.1,13
277,11/22/24,N,Grand Canyon,WAC,Norfolk St.,H,"W, 91-73",125.1,102.2,70.7,128.8,74.1,17,25,25.9,103.3,50,17,27.6,22.6,91.1,15
278,11/20/24,N,UNLV,MWC,Pepperdine,H,"W, 80-59",125.1,92.1,64.3,124.3,60.4,15.5,25,35.8,91.7,49,24.9,26.7,28.6,97.1,18
279,12/11/24,N,Nevada,MWC,South Dakota St.,H,"W, 77-63",125.1,108.6,59.9,128.6,67.6,13.4,16,9.3,105.2,54.5,18.4,27.3,9.1,83.7,3
280,12/3/24,N,SMU,ACC,Alabama St.,H,"W, 101-72",125,106.5,72.9,138.6,55.1,11,47.6,49.3,98.8,44.2,11,25,23.2,86.4,8
281,11/28/24,N,Davidson,A10,Providence,N,"W, 69-58",125,87.4,61.3,112.6,53.1,13.1,14.3,42.9,94.7,37.9,9.8,30.2,31,98.4,15
282,11/7/24,N,Northern Iowa,MVC,Milwaukee,H,"W, 87-68",125,97.5,68,127.9,71.7,19.1,20,30.2,100,41.9,13.2,35,35.5,94.6,12
283,11/8/24,N,Illinois,B10,SIU Edwardsville,H,"W, 90-58",125,97.1,68.2,132,56.3,7.3,42.1,44.4,85.1,34.2,13.2,38,23.3,94.8,12
284,11/30/24,N,Idaho,BSky,UC Riverside,H,"W, 80-68",125,107.4,63.2,126.6,58.5,12.7,35.5,23.7,107.6,51.8,20.6,35.3,21.1,85.1,11
285,11/8/24,N,Duke,ACC,Army,H,"W, 100-58",124.9,92.1,70.9,141,61.3,11.3,43.6,25.4,81.8,39.1,18.3,23.3,14.1,97.1,16
286,11/23/24,N,Marquette,BE,Georgia,N,"W, 80-69",124.9,92.4,70.1,114.2,59.5,18.6,25.8,25.9,98.5,51.9,25.7,32.4,35.2,97,5
287,12/17/24,N,UCLA,B10,Prairie View A&M,H,"W, 111-75",124.9,106.7,75.5,147,67.2,13.2,40,60.7,99.4,56.9,22.5,15.6,47.1,85.9,15
288,11/16/24,N,Duke,ACC,Wofford,H,"W, 86-35",124.9,56.9,64.3,133.7,61.3,15.5,45.2,17.7,54.4,28.9,29.5,29.3,5.3,100,27
289,11/25/24,N,South Dakota St.,Sum,Boise St.,N,"L, 83-82",124.8,111.7,69.8,117.5,52.5,8.6,23.7,41,119,57.4,12.9,21.2,23,78.2,-2
290,11/12/24,N,Texas,SEC,Chicago St.,H,"W, 105-58",124.8,88.3,77.3,135.7,64.3,11.6,30,52.4,75,35.9,15.5,19.6,29.7,98.2,26
291,12/17/24,N,Missouri,SEC,Jacksonville St.,H,"W, 83-72",124.8,120.3,61.3,135.4,60.7,4.9,28.1,39.3,117.4,52.5,19.6,45.7,21.7,60.5,0
292,11/29/24,N,West Virginia,B12,Arizona,N,"W, 83-76",124.7,97.2,64.7,114,48.5,13.7,35.7,32.4,104.4,50.8,19.2,32.4,20.3,94.7,1
293,11/27/24,N,Belmont,MVC,Tulane,N,"W, 89-66",124.7,102.1,68.6,129.7,60.6,10.2,29.4,18.2,96.2,44.1,21.9,37.8,30.5,90.9,7
294,12/4/24,N,Idaho,BSky,UMKC,A,"W, 82-77",124.7,111.6,68.1,120.3,66.7,22,34.6,45.1,113,50,19.1,44.4,44.1,78.3,11
295,12/14/24,N,Missouri,SEC,LIU,H,"W, 88-61",124.7,104.9,65.9,133.5,69.1,19.7,40.7,34.5,92.5,43.8,22.7,40,9.4,88,14
296,11/24/24,N,Wisconsin,B10,Pittsburgh,N,"W, 81-75",124.7,103.8,68.3,118.6,52.5,8.8,27.3,36.7,109.8,54.2,11.7,17.2,21.7,89.1,-4
297,12/3/24,N,Syracuse,ACC,Tennessee,A,"L, 96-70",124.7,117.4,70.2,99.7,54.7,15.7,15.6,39.6,136.8,61.5,11.4,38.2,36.9,66.8,-10
298,12/13/24,C,Nebraska,B10,Indiana,H,"W, 85-68",124.6,95.9,68.9,123.3,69.4,20.3,23.1,53.1,98.7,41.5,13.1,34.1,30.8,95.3,3
299,11/21/24,N,Oregon,B10,Oregon St.,A,"W, 78-75",124.6,109.3,66.3,117.6,56.6,10.6,25,19.7,113.1,46.8,15.1,42.5,37.1,81.9,-5
300,12/5/24,C,UC San Diego,BW,UC Santa Barbara,A,"W, 84-76",124.6,109.2,67.8,124,50,10.3,37.5,37.5,112.2,65.3,26.6,23.1,30.6,82,4
301,12/10/24,N,Arkansas,SEC,Michigan,N,"W, 89-87",124.5,102.1,77.5,114.8,56.8,18.1,33.3,33.3,112.3,64.4,21.9,26.7,30.5,90.7,1
