,,,,,,,,,,,,,,,,,,,,,,
Rk,Date,Type,Team,Conf.,Opp.,Venue,Result,Adj. O,Adj. D,T,EFF,eFG%,TO%,Reb%,FTR,EFF,eFG%,TO%,Reb%,FTR,G-Sc,+/-
2744,11/29/24,N,N.C. State,ACC,BYU,N,"L, 72-61",96.2,104.2,64.6,94.4,44.7,13.9,23.1,24.6,111.4,50.8,21.7,39.5,27.1,28.6,-13
2745,12/10/24,N,Coppin St.,MEAC,N.C. State,A,"L, 66-56",96.2,97.8,63.4,88.4,45.5,23.7,29,59.1,104.1,41.7,14.2,37.2,40,45.3,-4
2746,11/24/24,N,Duquesne,A10,South Dakota St.,N,"L, 71-60",96.2,102.2,65.9,91.1,45.1,13.7,22.2,18,107.8,59.2,24.3,31,36.7,33.5,-2
2747,11/30/24,N,Elon,CAA,Navy,N,"W, 69-63",96.2,91.8,68,101.5,39.1,11.8,36.2,40.6,92.7,37.9,11.8,28.9,24.2,63.1,8
2748,12/14/24,N,UC Santa Barbara,BW,Green Bay,H,"W, 83-66",96.2,100.2,73.7,112.7,52.1,12.2,32.5,16.9,89.6,48.2,20.4,8.8,25,38.4,0
2749,11/23/24,N,IU Indy,Horz,South Carolina St.,N,"L, 72-62",96.2,108.2,66.9,92.7,42,20.9,28.9,33.9,107.7,52.2,19.4,27.6,67.4,20.5,1
2750,11/4/24,N,South Carolina,SEC,North Florida,H,"L, 74-71",96.2,101,69,102.9,50.9,14.5,24.3,44.6,107.2,49.3,13,34.9,18.8,36.2,3
2751,12/8/24,C,Saint Peter's,MAAC,Iona,A,"L, 72-63",96.2,115.7,66.2,95.2,42.2,24.2,43.2,64.7,108.8,48,28.7,54.1,70,10.6,-5
2752,12/11/24,N,Arkansas Pine Bluff,SWAC,Louisiana Monroe,A,"L, 89-73",96.1,119.1,77.7,93.9,50.8,19.3,19.4,35,114.5,63.2,23.2,28.6,38.6,7.9,-1
2753,11/16/24,N,Central Arkansas,ASun,Western Illinois,A,"L, 63-61",96.1,106.2,61.4,99.3,50.9,21.2,26.7,13.2,102.6,46.3,11.4,26.5,37,24,4
2754,11/27/24,N,Charleston Southern,BSth,Georgia Tech,A,"L, 91-67",96.1,117.7,74.6,89.9,37.5,18.8,31,62.5,122,54.9,9.4,35.1,27.8,8.9,-12
2755,11/22/24,N,Stetson,ASun,East Carolina,N,"L, 71-64",96.1,103.6,67.8,94.4,56.8,26.6,17.9,56.8,104.8,39.1,17.7,41,60,29.6,-2
2756,11/15/24,N,Virginia Tech,ACC,Penn St.,N,"L, 86-64",96.1,107.1,73.3,87.3,50,32.7,32.1,57.8,117.3,58.2,16.4,21.9,54.5,22.3,-11
2757,11/25/24,N,Saint Louis,A10,Quinnipiac,H,"W, 81-67",96.1,94,79.9,101.3,50,12.5,12.2,48.3,83.8,39.3,18.8,24.5,24.3,56.5,1
2758,11/9/24,N,Sacred Heart,MAAC,Dartmouth,A,"L, 81-76",96.1,112.9,76.6,99.2,52.4,17,13.9,19,105.7,46.6,18.3,34.1,67.2,13.5,-4
2759,11/16/24,N,Tennessee Martin,OVC,Longwood,A,"L, 64-62",96.1,93.1,68,91.1,40,23.5,35.7,28.3,94.1,43.5,23.5,36.1,38.9,59.1,7
2760,12/7/24,N,Utah Valley,WAC,James Madison,A,"L, 78-61",96.1,113.9,64.7,94.2,37.7,13.9,33.3,43.9,120.5,62,18.5,32.1,29.6,12.5,-10
2761,12/11/24,C,Green Bay,Horz,Milwaukee,H,"L, 88-67",96,121.7,69.6,96.3,50,21.6,20,32.1,126.4,58,21.6,57.9,21.7,6.1,-9
2762,11/25/24,N,North Carolina A&T,CAA,Buffalo,A,"L, 82-81",96,110.7,79.4,102,47.9,13.8,27.3,25.7,103.2,46.9,16.4,22,43.8,16.3,-1
2763,11/27/24,N,UNC Greensboro,SC,UTEP,N,"L, 64-58",96,108.6,60.8,95.5,38.9,21.4,39.5,33.3,105.3,46.3,13.2,29.7,38.9,19.4,-9
2764,11/22/24,N,Campbell,CAA,Ohio St.,A,"L, 104-60",95.9,124.6,73,82.2,44.2,20.5,12.1,40.4,142.5,75,11,21.4,30.6,4.7,-16
2765,11/24/24,N,Massachusetts,A10,Florida St.,N,"L, 92-59",95.9,116.6,72.5,81.3,33.6,23.4,39.5,50,126.8,64.7,13.8,27.6,48.3,9.5,-10
2766,11/4/24,N,Duquesne,A10,Lipscomb,H,"L, 77-72",95.9,105.2,75.2,95.8,50,18.6,23.7,30.6,102.4,61.5,22.6,11.1,54.2,25.7,-9
2767,11/30/24,N,Maine,AE,Penn,A,"L, 77-64",95.9,120.1,64.9,98.6,52.6,13.9,13.3,8.8,118.7,51.9,20,43.3,44.4,7,-4
2768,11/30/24,N,Robert Morris,Horz,Ohio,A,"L, 84-68",95.9,115,70,97.2,47.2,18.6,18.2,37,120,58,17.1,32.1,39.3,11.1,-11
2769,12/14/24,N,San Diego,WCC,Fresno St.,A,"L, 73-65",95.9,110,71.3,91.1,44.7,23.8,38.1,15.2,102.4,45.1,16.8,35.9,41,17.1,-2
2770,11/22/24,N,Wyoming,MWC,Southeastern Louisia,H,"W, 64-61",95.9,93.3,69.1,92.6,41.7,23.1,43.6,61.1,88.2,39.7,10.1,18.6,25.4,57.8,5
2771,11/11/24,N,The Citadel,SC,Stetson,H,"W, 74-52",95.9,87.6,67.4,109.8,50,16.3,38.5,14.9,77.2,37.5,17.8,24.4,33.9,73.9,10
2772,11/30/24,N,Temple,Amer,La Salle,A,"L, 83-75",95.9,105,79.1,94.8,45.5,19,26.3,23.9,104.9,43.8,8.8,34.7,19.8,26,-6
2773,11/30/24,N,Pacific,WCC,Cal St. Fullerton,H,"W, 64-55",95.8,93.1,64.2,99.7,51.1,23.4,30,52.2,85.7,36.8,9.3,19,36.8,58.1,5
2774,12/7/24,N,Central Arkansas,ASun,Arkansas Pine Bluff,A,"L, 84-78",95.8,129.9,70.4,110.7,43.7,15.6,44,36.6,119.2,67,19.9,24.1,34,2.9,-8
2775,11/11/24,N,Marquette,BE,Central Michigan,H,"W, 70-62",95.8,85.8,73.9,94.7,45.5,16.2,15.4,45.5,83.9,46.2,35.2,38.2,40.4,78.1,9
2776,12/18/24,N,Temple,Amer,Davidson,H,"W, 62-61",95.8,95.8,62.7,99,45.4,16,30.3,29.6,97.4,42.7,16,35,19.4,49.9,-5
2777,12/14/24,N,Loyola Marymount,WCC,Prairie View A&M,H,"W, 76-75",95.8,108.2,70.4,108,55.8,25.6,39.3,48.1,106.6,52,14.2,11.5,49,19.7,3
2778,11/8/24,N,Saint Francis,NEC,Clemson,A,"L, 88-62",95.8,111.1,71.9,86.3,46.4,22.3,20,25,122.5,69.6,22.3,32,30.4,15.5,-14
2779,11/22/24,N,Saint Joseph's,A10,Texas,N,"L, 67-58",95.8,88.1,68.1,85.2,37.1,19.1,41.3,25.8,98.4,50,17.6,21.9,30.9,72.3,-1
2780,12/7/24,N,Utah,B12,Saint Mary's,H,"L, 72-63",95.8,100.7,69,91.3,41.4,14.5,34.1,26.6,104.3,50.9,20.3,28.9,40.4,35.8,-10
2781,12/7/24,N,San Diego St.,MWC,San Diego,H,"W, 74-57",95.8,90.7,73.5,100.6,47.7,15,28.2,22.7,77.5,36.4,21.8,21.1,41.8,65.4,6
2782,12/16/24,N,Central Arkansas,ASun,The Citadel,H,"W, 73-71",95.8,110.4,71.2,102.5,46.3,14,28.6,19.4,99.7,61.1,26.7,20,16.7,16.3,4
2783,11/29/24,N,West Georgia,ASun,Samford,A,"L, 86-65",95.8,111.4,69.3,93.7,44.3,24.5,39.5,26.2,124,59,17.3,39.4,27.9,15,-8
2784,11/13/24,N,Minnesota,B10,North Texas,H,"L, 54-51",95.7,97.8,57,89.4,37.5,22.8,35.1,45.8,94.7,42.5,14,33.3,30.2,44.1,-5
2785,11/16/24,N,Northern Illinois,MAC,Bradley,A,"L, 76-60",95.7,102.3,67,89.5,44.5,17.9,17.6,25.5,113.4,66.3,23.9,18.2,55.8,31.6,-7
2786,11/13/24,N,Illinois,B10,Oakland,H,"W, 66-54",95.7,82.1,68.7,96.1,48.2,26.2,38.7,30.9,78.7,41.5,26.2,24.2,20.8,85.4,8
2787,11/20/24,N,Western Michigan,MAC,South Dakota,H,"L, 80-76",95.7,105.3,72.4,105,43.7,22.1,53.3,28.2,110.5,42,8.3,37,43.5,25.1,-2
2788,12/5/24,C,UC Riverside,BW,Cal St. Northridge,A,"W, 68-64",95.7,93.2,70.8,96,46.6,22.6,29.7,25.4,90.4,46.4,25.4,35.3,36.4,57.6,-3
2789,11/14/24,N,Utah Valley,WAC,North Dakota,A,"L, 77-71",95.7,107,70.6,100.5,49.1,21.2,33.3,41.8,109,47.5,18.4,36.6,46.7,21.6,-1
2790,11/16/24,N,Seton Hall,BE,Wagner,H,"W, 54-28",95.7,66.8,53.3,101.3,54.5,22.5,29.2,22.7,52.5,27.2,26.3,25.7,8.7,98.4,9
2791,11/4/24,N,Wright St.,Horz,Kentucky,A,"L, 103-62",95.7,115.5,74.4,83.4,39,16.1,24.4,17.6,138.5,68.5,9.4,25,29.2,10.3,-19
2792,12/14/24,N,Central Arkansas,ASun,Arkansas,N,"L, 82-57",95.6,120.2,64.9,87.8,39.8,13.9,17.1,33.3,126.3,68.2,18.5,30.4,16.4,6.7,-16
2793,12/14/24,N,Longwood,BSth,North Carolina Centr,H,"L, 77-70",95.6,114.2,69,101.5,57.1,24.6,28.6,46.9,111.6,60.4,27.5,44.4,35.8,11.5,-2
2794,12/10/24,N,Rhode Island,A10,Brown,A,"L, 84-80",95.6,92.8,69.4,92.2,40.5,24.2,41.2,26.6,96.8,50,16.1,23.8,28.2,58.4,4
2795,11/6/24,N,Stonehill,NEC,Notre Dame,A,"L, 89-60",95.6,119.1,68,88.2,40.2,14.7,17.5,32.1,130.9,59.8,20.6,51.5,36.1,7.4,-13
2796,11/9/24,N,Providence,BE,Stonehill,H,"W, 76-49",95.6,77.1,72.2,105.2,58.3,29.1,37.5,38.9,67.9,37.7,19.4,14.3,41.5,92.2,10
2797,11/4/24,N,West Georgia,ASun,Mississippi St.,A,"L, 95-60",95.6,108.8,73.1,82.1,42.6,27.4,27.8,37,130,66.2,11,24.2,24.6,18.4,-11
2798,11/7/24,N,Southern Indiana,OVC,Bucknell,H,"L, 75-69",95.5,111.3,64.8,94.7,48.3,16.5,24.3,30,103,43.9,22,39.5,59.6,14.6,1
2799,11/27/24,N,Cal St. Northridge,BW,Montana,A,"L, 83-75",95.5,105.7,76.6,97.9,42.3,14.4,36.5,17.9,108.3,50.9,22.2,33.3,69.8,23.8,-5
2800,11/4/24,N,Central Connecticut,NEC,Providence,A,"L, 59-55",95.5,88.3,63.2,87,31.5,11.1,25,48.1,93.3,45.3,25.3,36.1,28.3,71,2
2801,12/14/24,N,LSU,SEC,SMU,N,"L, 74-64",95.5,90.3,72.7,88,46.3,23.4,20,33.3,101.7,50,20.6,35.1,38.3,65.6,-1
2802,11/20/24,N,Morgan St.,MEAC,North Carolina A&T,A,"L, 86-83",95.5,116.5,79.2,104.8,50,18.9,38.5,16.4,108.6,55.1,17.7,27,59.3,9.3,-8
2803,11/16/24,N,New Hampshire,AE,Sacred Heart,N,"L, 80-63",95.5,124.7,65,96.9,57.3,21.5,12.9,29.2,123,54.2,16.9,48.6,40,4.4,-8
2804,12/7/24,N,Idaho St.,BSky,Oral Roberts,H,"W, 71-55",95.5,90.6,66.5,106.8,42.1,18.1,51.5,47.4,82.7,39.1,13.5,7.5,27.3,64.7,4
2805,11/22/24,N,VMI,SC,Davidson,A,"L, 93-66",95.5,121.2,71.2,92.7,46.9,21.1,21.9,57.1,130.6,59.8,11.2,27.3,22.7,6.1,-14
2806,11/30/24,N,Cal St. Bakersfield,BW,Southern Utah,A,"L, 74-64",95.4,110.2,67.4,95,43.8,20.8,35.1,35.7,109.8,52.1,19.3,22.2,58.3,16,-5
2807,11/11/24,N,Chattanooga,SC,Austin Peay,A,"L, 67-61",95.4,112.1,64.8,94.1,43,18.5,33.3,14.1,103.4,50,17,25.8,54.2,13.4,-5
2808,12/12/24,N,Evansville,MVC,Chattanooga,H,"L, 75-67",95.4,111.8,66.5,100.7,53.7,22.6,25.8,24.1,112.8,60.3,19.5,27.6,10.3,13.9,-5
2809,11/13/24,N,Fairleigh Dickinson,NEC,Nebraska,A,"L, 86-60",95.4,108.8,72.3,83,46.5,23.5,19.4,19.3,119,48.5,11.1,36.8,43.1,18,-11
2810,11/29/24,N,SIU Edwardsville,OVC,North Florida,H,"L, 78-73",95.4,102.9,71.5,102.1,43.8,16.8,39.6,22.2,109.1,52.3,14,34.1,33.8,29.5,0
2811,11/4/24,N,Radford,BSth,Pittsburgh,A,"L, 96-56",95.4,115.7,70.7,79.2,35.3,19.8,27.9,34.5,135.7,61.5,11.3,33.3,32.3,9.9,-12
2812,11/16/24,N,Arkansas Pine Bluff,SWAC,Incarnate Word,A,"L, 92-64",95.3,129.1,67.1,95.3,47.3,19.4,23.5,26.8,137.1,64.3,11.9,42.9,23.8,3,-7
2813,11/12/24,N,Arkansas Pine Bluff,SWAC,South Florida,A,"L, 85-69",95.3,120.9,70.3,98.1,45.8,17.1,31.6,31.7,120.8,44.9,11.4,42.9,47.8,6.1,-13
2814,11/26/24,N,Austin Peay,ASun,Georgia St.,N,"W, 62-50",95.3,85.8,62,100,50,19.4,26.5,38,80.7,44.9,27.4,17.2,59,77,4
2815,11/16/24,N,Bellarmine,ASun,Marshall,A,"L, 83-62",95.3,115.6,70,88.6,41.8,21.4,18.8,51,118.6,55.8,14.3,25.8,28.3,9.8,-6
2816,11/30/24,N,Campbell,CAA,Green Bay,A,"W, 72-66",95.3,91.8,71.6,100.6,52.6,16.8,17.6,25.9,92.2,44.8,15.4,16.7,32.8,60.5,7
2817,11/4/24,N,Eastern Washington,BSky,Colorado,A,"L, 76-56",95.3,95.4,70.4,79.6,40.5,21.3,23.1,24.1,108,53.4,25.6,44.1,28.8,49.7,5
2818,11/19/24,N,Florida A&M,SWAC,Florida,A,"L, 84-60",95.3,105.1,68.9,87.1,39.1,21.8,30,43.6,122,48.5,10.2,44.2,38.2,24.5,-16
2819,12/3/24,N,Hawaii,BW,Grand Canyon,A,"L, 78-72",95.3,101.1,76.3,94.3,53.6,26.2,26.9,35.7,102.2,47.4,10.5,17.6,56.1,33.6,-11
2820,11/4/24,N,Lafayette,Pat,Villanova,A,"L, 75-63",95.3,93.2,68.5,92,46.6,17.5,24.3,20.3,109.5,55,24.8,44.8,18.3,56.5,-4
2821,11/21/24,N,Portland,WCC,South Florida,N,"L, 74-68",95.3,102.5,71,95.8,43.3,14.1,20.5,31.7,104.2,49.2,14.1,23.1,35,30.2,-2
2822,11/23/24,N,Rider,MAAC,Bucknell,A,"W, 57-53",95.3,92,61.2,93.2,37.5,19.6,43.2,51.9,86.7,42.7,19.6,23.5,41.7,60,4
2823,11/14/24,N,Seattle,WAC,Cal Poly,A,"L, 75-71",95.3,99.5,73.6,96.5,45.4,21.7,31.7,21.5,101.9,56.4,24.5,28.1,32.7,37.7,0
2824,12/15/24,N,Temple,Amer,Hofstra,A,"W, 60-42",95.3,68.1,64.8,92.6,34.4,12.3,34,31.2,64.8,29.5,13.9,17.4,26.8,97.9,9
2825,12/14/24,N,Utah Valley,WAC,Jacksonville St.,A,"L, 70-66",95.3,97.9,68.2,96.7,43.3,16.1,25.6,35,102.6,49.1,13.2,21.2,36.4,42.5,-2
2826,11/17/24,N,Hawaii,BW,Weber St.,H,"W, 73-68",95.3,100.2,62.9,103.2,46.1,18.4,31.6,78.4,96.1,46.7,14.1,26.5,33.3,35.7,-2
2827,11/6/24,N,Western Illinois,OVC,Pepperdine,A,"L, 77-64",95.3,114.1,68.1,93.9,45.1,13.2,19.4,18,113,60.6,19.1,24,36.5,11.3,-6
2828,12/15/24,N,Akron,MAC,Milwaukee,N,"L, 100-81",95.2,113,84.9,95.4,52.8,20,19,15.3,117.8,66.4,25.9,37.5,31.2,12.2,-10
2829,11/29/24,N,Wake Forest,ACC,Minnesota,N,"W, 57-51",95.2,86,60.9,93.7,40.6,21.4,40.6,30.2,83.8,44.1,18.1,21.6,29.4,76.3,1
2830,11/28/24,N,Minnesota,B10,Wichita St.,N,"L, 68-66",95.2,93.2,63.9,91.8,43.8,16.7,32.5,26.2,94.6,48.3,16.7,21.9,23.3,56.1,-1
2831,11/30/24,N,Weber St.,BSky,Pepperdine,N,"W, 68-53",95.2,81.2,69.2,98.2,44,18.8,26.3,32.8,76.6,36.5,20.2,21.4,46.2,86.1,6
2832,11/15/24,N,Tennessee Tech,OVC,VMI,N,"W, 72-71",95.2,106.5,72.3,99.6,50,16.6,23.7,35.6,98.3,42.2,20.8,36.6,28.1,21.5,6
2833,12/7/24,N,St. Bonaventure,A10,Buffalo,H,"W, 65-55",95.1,92.6,63.9,101.8,48.9,17.2,20.7,51.1,86.1,50,28.2,18.5,14.6,57.6,9
2834,12/16/24,N,Cal Baptist,WAC,Middle Tennessee,A,"L, 75-64",95.1,100.7,70.9,90.3,34.4,9.9,27.7,43.8,105.8,50.8,15.5,26.3,37.3,34.2,-3
2835,12/17/24,N,North Carolina A&T,CAA,Coastal Carolina,H,"L, 73-68",95.1,114.2,68.3,99.6,42.5,8.8,23.3,20.9,106.9,47.4,11.7,27.8,39.7,10.9,-5
2836,11/18/24,N,N.C. State,ACC,Colgate,H,"W, 72-49",95.1,72.6,71.9,100.2,47.2,16.7,18.2,48.1,68.2,37.3,20.9,20,7.9,95.7,14
2837,11/24/24,N,Denver,Sum,Montana,A,"L, 83-73",95.1,108.7,74.7,97.7,40.6,17.4,35,37.5,111.1,54.9,16.1,21.2,31.1,17.7,-7
2838,11/14/24,N,Lindenwood,OVC,New Orleans,N,"L, 82-74",95.1,124.9,72.2,102.4,48.5,18,38.1,19.1,113.5,55.3,23.5,40,49.1,4.2,-7
2839,11/15/24,N,Maryland Eastern Sho,MEAC,Old Dominion,A,"L, 73-71",95.1,109.1,70.5,100.7,45.2,8.5,22,35.5,103.5,47.6,17,32.4,28.6,17.1,-3
2840,11/16/24,N,Santa Clara,WCC,Nevada,A,"L, 85-59",95.1,118.5,65.4,90.2,41.4,16.8,29.3,32.8,130,65.6,15.3,29.6,64.6,7.4,-17
2841,11/19/24,N,Wagner,NEC,Boston University,A,"W, 60-58",95.1,102.5,60.3,99.6,45.5,16.6,31.4,23.6,96.2,45.7,24.9,37.8,55.3,29.8,-4
2842,11/9/24,N,Miami OH,MAC,Wright St.,H,"L, 81-68",95.1,106.7,71.4,95.3,46.9,16.8,26.8,20.3,113.5,61.6,19.6,23.3,32.1,21,-1
2843,11/21/24,N,Bryant,AE,Stonehill,A,"L, 67-66",95,100.5,68.5,96.4,41.7,11.7,22,35,97.8,40.2,16.1,42.2,31.8,34.6,4
2844,11/29/24,N,TCU,B12,Colorado St.,N,"L, 76-72",95,95.5,70.6,90.6,41.1,16.4,20.9,48.4,95.6,49.3,20.1,25.6,17.9,48.3,-2
2845,11/8/24,N,Florida Gulf Coast,ASun,TCU,A,"L, 67-51",95,99.2,64,79.7,46,23.5,16.1,18,104.7,50.9,21.9,38.7,25.5,37.9,-3
2846,11/26/24,N,Fresno St.,MWC,Washington St.,N,"L, 84-73",95,97.4,81.3,89.8,48.4,22.2,22.5,33.3,103.4,57.8,23.4,31.4,28.1,42.9,-6
2847,11/11/24,N,Grambling St.,SWAC,Florida,A,"L, 86-62",95,99.4,73.2,84.7,44.4,24.6,15.2,31.5,117.5,50.8,16.4,47.2,40.6,37.3,-12
2848,12/13/24,N,Nebraska Omaha,Sum,Northern Iowa,A,"L, 78-58",95,106.9,65.2,89,47.4,19.9,22.5,17.5,119.7,54.3,10.7,16.7,76.1,20.6,-7
2849,11/8/24,N,UCF,B12,Purdue Fort Wayne,H,"W, 75-68",95,91.8,71.8,104.5,44.1,18.1,41.7,50.8,94.7,49.2,18.1,23.7,10.8,59.7,0
2850,11/12/24,N,Mississippi,SEC,South Alabama,H,"W, 64-54",95,85.6,65.4,97.8,43,13.8,29.8,21.9,82.5,45.2,21.4,17.6,21.2,76.9,6
2851,12/16/24,N,South Alabama,SB,TCU,A,"L, 58-49",95,91.9,60.4,81.1,40.2,19.9,25.7,23.5,96,42.7,19.9,40,30.9,59.6,-1
2852,11/22/24,N,Alabama A&M,SWAC,South Carolina St.,H,"L, 82-70",95,128.2,69.8,100.3,44.9,18.6,35,44.1,117.5,63.4,21.5,28.6,23.2,3.1,-12
2853,12/16/24,N,Southern Utah,WAC,New Mexico St.,A,"L, 72-69",95,101.7,71.9,96,47.5,16.7,22.6,21.3,100.2,50,22.3,34.5,27.6,31.4,-4
2854,11/4/24,N,Utah Tech,WAC,Oregon St.,A,"L, 80-57",95,102.7,69.8,81.7,37.7,17.2,26.3,40.4,114.7,54.7,12.9,30.6,25,28.9,-5
2855,12/3/24,N,Le Moyne,NEC,Army,H,"L, 103-100",94.9,111.7,70.6,103,44.8,13.4,26.9,27.6,106.1,46,11.3,27.3,33.3,13.4,-3
2856,11/9/24,N,Cleveland St.,Horz,Kansas St.,A,"L, 77-64",94.9,105.5,69.5,92.1,43.3,28.8,50,26.7,110.8,68.9,27.3,35,57.8,22.8,-12
2857,11/21/24,N,Oklahoma St.,B12,Florida Atlantic,N,"L, 86-78",94.9,92.3,84.2,92.6,38.4,17.8,36.5,43.8,102.1,49,17.8,16.2,94.2,57.9,1
2858,12/1/24,N,Tarleton St.,WAC,Indiana St.,N,"L, 87-71",94.9,125.3,69.6,102,47.2,20.1,32.3,44.4,125,72.3,25.9,35,10.7,3.9,-14
2859,11/25/24,N,Buffalo,MAC,North Carolina A&T,H,"W, 82-81",94.9,108.6,79.4,103.2,46.9,16.4,22,43.8,102,47.9,13.8,27.3,25.7,17.5,1
2860,12/6/24,N,Prairie View A&M,SWAC,UAB,A,"L, 95-66",94.9,116.8,72.5,91,39.8,17.9,28.6,25,131,63.9,19.3,42.4,39.3,8.4,-8
2861,12/10/24,C,Providence,BE,DePaul,A,"W, 70-63",94.9,80.7,66.8,93.1,50.8,22.6,25.7,14.3,83.8,41,14.6,21.3,22.4,86.5,0
2862,11/18/24,N,Louisiana Monroe,SB,Southeastern Louisia,H,"L, 70-67",94.9,110.8,69.9,95.9,54.7,18.6,19.4,37.7,100.2,58.5,24.3,17.4,17,14.4,-5
2863,11/11/24,N,Stony Brook,CAA,George Mason,A,"L, 94-56",94.9,126.1,69.5,80.6,35.8,20.2,28.9,30,135.3,63.6,14.4,37.9,40.7,3.7,-15
2864,11/10/24,N,Tennessee St.,OVC,Wyoming,A,"L, 81-66",94.9,116,70.8,93.2,39,16.9,34.1,54.2,114.4,60.5,15.5,26.5,42.1,9.1,-9
2865,11/5/24,N,UC Davis,BW,Washington,A,"L, 79-73",94.9,92.9,82.7,88.3,39.4,20.6,28.9,39.4,95.5,46.8,18.1,29.3,61.3,56.1,-3
2866,12/9/24,N,Abilene Christian,WAC,Baylor,A,"L, 88-57",94.8,112.8,65.8,86.7,36.4,15.2,27,41.8,133.8,66.1,13.7,35.7,27.1,11.9,-15
2867,11/30/24,N,Binghamton,AE,LIU,N,"W, 75-70",94.8,106.7,65.8,101.4,54.3,18.9,20,82.6,94.6,45.2,21.6,32.5,37.1,20.3,-3
2868,11/27/24,N,Indiana,B10,Louisville,N,"L, 89-61",94.8,111.2,72.2,84.5,38.9,31.9,47.8,27,123.3,64.6,20.8,37.9,10.8,13.8,-10
2869,11/22/24,N,Pacific,WCC,Missouri,A,"L, 91-56",94.8,117.4,65.9,85,42.4,21.3,29.7,13.6,138.2,60.7,9.1,36.4,37.7,7.8,-13
2870,11/12/24,N,Florida St.,ACC,Tarleton St.,H,"W, 72-52",94.8,84.9,72.7,99.1,49,23.4,37.9,77.6,71.6,35.6,28.9,21.2,62.2,78.1,8
2871,11/22/24,N,Colorado St.,MWC,UC Riverside,H,"L, 77-75",94.8,101.1,68.6,97.1,48.4,11.7,12.2,40.3,99.7,49.2,23.3,37.5,27.7,32.3,0
2872,11/26/24,N,Loyola MD,Pat,VMI,H,"W, 70-67",94.8,120.5,65.3,107.2,43.3,10.7,42.1,22.4,102.6,53.1,18.4,16.7,40.8,5.9,-5
2873,11/15/24,N,Charleston Southern,BSth,UT Rio Grande Valley,N,"L, 86-76",94.7,105.5,78.8,96.5,54.5,26.7,30.6,42.9,109.2,55.9,17.8,24.2,19.1,22.4,-3
2874,11/27/24,N,UNC Wilmington,CAA,Colgate,H,"L, 72-59",94.7,125.3,60.2,98,40.2,18.3,41.9,24.6,119.6,60.2,19.9,37.9,16.7,3.8,-6
2875,11/26/24,N,UC Santa Barbara,BW,Eastern Washington,H,"W, 67-51",94.7,87.5,62.9,106.5,60.4,23.9,24,25,81.1,33.6,15.9,34,27.9,71.3,4
2876,11/11/24,N,Gardner Webb,BSth,Pittsburgh,A,"L, 83-64",94.7,103.6,73.2,87.5,45.2,23.2,27.9,20.6,113.5,53.8,12.3,27,22.7,26.2,-14
2877,11/16/24,N,Loyola Marymount,WCC,Saint Louis,A,"L, 77-71",94.7,107.2,70,101.4,45.2,17.1,31,30.6,110,53.3,17.1,30.8,31.1,19.4,-9
2878,12/14/24,N,Western Kentucky,CUSA,Murray St.,H,"W, 81-76",94.7,92.5,73.9,97.5,42.3,16.8,31.9,35.2,91.4,43.2,16.8,17.8,39.4,56.5,-3
2879,11/14/24,N,Nicholls St.,Slnd,Northern Kentucky,A,"W, 61-59",94.7,88,67.7,90.1,38.2,20.7,45.1,26.5,87.1,42.3,14.8,12.8,44.2,70,6
2880,11/4/24,N,North Carolina Centr,MEAC,George Mason,A,"L, 75-58",94.7,106,68.2,85.1,32.5,14.7,28.6,43.9,110,43.1,24.9,52.9,80.4,21.5,-9
2881,11/11/24,N,Northwestern St.,Slnd,Oklahoma,A,"L, 73-57",94.7,90.3,68.3,83.4,50,29.3,21.4,22,106.8,48.3,13.2,28.6,37.9,63.2,-1
2882,11/13/24,N,Charlotte,Amer,Richmond,H,"W, 65-48",94.7,82.4,64.2,101.2,40.2,10.9,21.6,58.8,74.8,43,15.6,6.1,26,83.1,4
2883,11/14/24,N,Jacksonville,ASun,South Carolina St.,H,"W, 71-62",94.7,95.3,71.3,99.6,59.3,33.7,45.2,25.9,87,40.5,21,32.5,43.1,48.2,1
2884,12/8/24,N,Southeast Missouri S,OVC,Murray St.,A,"L, 73-53",94.7,108.2,61.4,86.4,44.2,17.9,21.2,21.2,119,56.5,19.6,43.8,37,17.7,-4
2885,12/14/24,N,Arizona St.,B12,Florida,N,"L, 83-66",94.6,96.1,75.4,87.5,42.7,15.9,14.6,30.6,110.1,55.2,18.6,36.4,14.9,45.4,-11
2886,11/30/24,N,Montana St.,BSky,Cal St. Northridge,H,"L, 72-69",94.6,97.8,66,92.9,45.9,16.2,19,31.1,96.9,50,18.8,22.5,29.5,40.7,3
2887,12/17/24,N,FIU,CUSA,East Carolina,A,"L, 75-64",94.6,103.4,70.3,91,50.9,21.3,25,32.1,106.6,53.4,22.7,35.5,25.9,26.4,-4
2888,11/5/24,N,FIU,CUSA,Rice,A,"L, 77-70",94.6,103.5,75.7,92.4,41.3,14.5,25.6,38.1,101.7,51.9,21.1,23.7,73.1,26.2,-5
2889,11/9/24,N,Jackson St.,SWAC,High Point,A,"L, 80-71",94.6,109.1,70.6,100.6,49.1,17,20,48.1,113.4,66.7,25.5,18.2,69,16.3,-12
2890,11/29/24,N,Manhattan,MAAC,Le Moyne,H,"L, 81-77",94.6,121.7,74.1,103.9,42.9,18.9,36.6,44.4,109.3,64.2,18.9,15.4,39.6,5.2,-7
2891,11/29/24,N,Eastern Illinois,OVC,Northern Illinois,H,"W, 72-59",94.6,97.7,70.3,102.5,47.4,14.2,25.7,37.9,84,39.8,17.1,7.7,31.5,40.8,5
